TransactionID,TransactionAmt,TransactionDT,ProductCD,User_ID,Merchant,CardNumber,BINNumber,CardNetwork,CardTier,CardType,PhoneNumbers,User_Region,Order_Region,Receiver_Region,Sender_email,Merchant_email,DeviceType,DeviceInfo,Distance,TransactionTimeSlot_E2,HourWithinSlot_E3,TransactionWeekday_E4,AvgTransactionInterval_E5,TransactionAmountVariance_E6,TransactionRatio_E7,MedianTransactionAmount_E8,AvgTransactionAmt_24Hrs_E9,TransactionVelocity_E10,TimingAnomaly_E11,HourlyTransactionCount_E13,DeviceMatching_M4,DeviceMismatch_M6,RegionMismatch_M8,TransactionConsistency_M9,EmailFraudFlag,DaysSinceLastTransac_D2,SameCardDaysDiff_D3,SameAddressDaysDiff_D4,SameReceiverEmailDaysDiff_D10,SameDeviceTypeDaysDiff_D11,TransactionCount_C1,UniqueMerchants_C4,SameBRegionCount_C5,SameDeviceCount_C6,UniqueBRegion_C11,AmountAnomaly,RegionAnomaly_E12,EmailDomainChanges_30D,LateNightPattern,UnauthorizedTransactionFlag,Delivery_Regions_Anomaly,ProductCD_Amount_Anomaly,HighAmount_PostInactivity_E15,isFraud,Customer_Name,DOB,Address,Country,National_ID,Account_Open_Date,Origin_Account,Destination_Account,Account_Type,IP_Address,Geo_Lat,Geo_Long,Login_Country,Transaction_Purpose,Invoice_Number,Business_Category,KYC_Verified,Risk_Score,PEP_Flag,Blacklist_Status,Is_Cross_Border,Currency,FX_Rate
107,6000,03-03-2023 19:40,Consumable,1013,MilkBasket,3427785521727375,342778,MasterCard,Platinum,Debit,+91 9965112281,Raichur,Raichur,Raichur,Gita@gmail.com,wallet@uber.com,Desktop,Windows,0,2,1,4,1,0,1,0,0,0,0,0,1,0,0,3,0,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,7,5,7,7,1,0,0,0,0,0,0,0,0,0,User_1013,1988-08-21,"3343 Elm Street, City_3",USA,ID003343,2010-06-24,ACC00003343,ACC00014964,Business,172.16.0.3,-10.581664,14.238383,Brazil,Salary,INV000106,Retail,1,91,0,Clean,1,SGD,77.32
108,7000,03-03-2023 19:42,Consumable,1013,MilkBasZeptoket,3427785521727375,342778,MasterCard,Platinum,Debit,+91 9965112281,Raichur,Raichur,Raichur,Gita@gmail.com,wallet@uber.com,Desktop,Windows,0,2,1,4,1,0,1,0,0,0,0,0,1,0,0,3,0,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,7,5,7,7,1,0,0,0,0,0,0,0,0,0,User_1013,1992-08-14,"3343 Elm Street, City_3",UK,ID003343,2018-11-12,ACC00003343,ACC00018757,Business,10.0.0.2,-3.403227,93.228954,Germany,Gift,INV000107,Healthcare,1,66,0,Clean,0,INR,1
109,700000,04-03-2023 10:11,Consumable,1013,Godrej Interio,3427785521727375,342778,MasterCard,Platinum,Debit,+91 9965112281,Raichur,Raichur,Raichur,Gita@gmail.com,wallet@uber.com,Desktop,Windows,0,0,0,5,0,1,1,1,1,0,1,0,1,0,0,3,0,0.603472222222222,0.603472222222222,0.603472222222222,0.603472222222222,0.603472222222222,7,5,7,7,1,1,0,0,0,0,0,0,0,1,User_1013,1998-09-26,"3343 Elm Street, City_3",USA,ID003343,2010-07-28,ACC00003343,ACC00010501,Savings,10.0.0.2,-15.749541,-32.749873,USA,Salary,INV000108,Travel,1,82,0,Clean,0,INR,1
110,700,04-03-2023 10:12,Services,1014,Zee5,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@gmail.com,wallet@uber.com,Mobile,Huawei,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,0,0.000694444444444,0.6125,9,4,9,9,1,0,0,0,0,0,0,0,0,0,User_1014,1967-08-22,"7443 Elm Street, City_3",USA,ID007443,2013-04-07,ACC00007443,ACC00016594,Business,10.0.0.2,-60.563761,-0.900527,Germany,Gift,INV000109,Retail,1,50,0,Clean,0,INR,1
111,900,04-03-2023 10:13,Services,1014,Zee5,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@mail.com,wallet@uber.com,Mobile,Huawei,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0.000694444444444,0.000694444444444,0.000694444444444,0.000694444444444,0.000694444444444,9,4,9,9,1,0,0,0,0,0,0,0,0,0,User_1014,1985-05-30,"7443 Elm Street, City_3",UAE,ID007443,2017-07-16,ACC00007443,ACC00012531,Business,172.16.0.3,33.796896,10.372606,UK,Purchase,INV000110,Education,1,57,0,Clean,0,INR,1
112,1500,04-03-2023 10:15,Household,1014,Urban Ladder,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@cmail.com,wallet@uber.com,Mobile,Huawei,495.74,0,0,5,1,0,0,0,0,0,0,0,1,0,0,3,0,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,9,4,9,9,1,0,0,0,0,0,0,0,0,0,User_1014,1977-02-07,"7443 Elm Street, City_3",USA,ID007443,2011-03-02,ACC00007443,ACC00012763,Current,172.16.0.3,-55.308144,-63.566906,UK,Loan Repayment,INV000111,Travel,1,24,0,Clean,0,INR,1
113,1900,04-03-2023 10:17,Household,1014,Urban Ladder,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@yahoo.com,wallet@uber.com,Mobile,Huawei,507.65,0,0,5,1,0,0,0,0,0,0,0,1,0,0,3,0,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,9,4,9,9,1,0,0,0,0,0,0,0,0,0,User_1014,1987-03-12,"7443 Elm Street, City_3",India,ID007443,2018-06-16,ACC00007443,ACC00017251,Business,192.168.1.1,-37.928849,146.953559,Germany,Investment,INV000112,Finance,1,68,0,Clean,1,SGD,84.32
114,2500,04-03-2023 10:19,Consumable,1014,BigBasket,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@crap.com,wallet@uber.com,Mobile,Huawei,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,3,0,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,0.001388888888889,9,4,9,9,1,0,0,1,0,0,0,0,0,1,User_1014,1992-09-05,"7443 Elm Street, City_3",Singapore,ID007443,2017-02-06,ACC00007443,ACC00019039,Savings,172.16.0.3,-82.131781,81.327784,Brazil,Purchase,INV000113,Travel,1,88,0,Clean,0,INR,1
115,3500,04-03-2023 10:20,Consumable,1014,BigBasket,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@crap.com,wallet@uber.com,Mobile,Huawei,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,3,0,0.000694444444444,0.000694444444444,0,0.000694444444444,0.000694444444444,9,4,9,9,1,0,0,1,0,0,0,0,0,1,User_1014,1985-03-23,"7443 Elm Street, City_3",UK,ID007443,2018-12-12,ACC00007443,ACC00017621,Savings,172.16.0.3,-64.411137,-142.563083,Brazil,Loan Repayment,INV000114,Retail,1,97,0,Clean,0,INR,1
116,4000,04-03-2023 10:20,Household,1014,Wakefit,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@crap.com,wallet@uber.com,Mobile,Huawei,93.27,0,0,5,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0.000694444444444,0,0,9,4,9,9,1,0,0,1,0,0,0,0,0,1,User_1014,1981-05-20,"7443 Elm Street, City_3",UK,ID007443,2015-03-17,ACC00007443,ACC00012852,Business,172.16.0.3,65.278002,94.093447,India,Gift,INV000115,Education,1,50,0,Clean,0,INR,1
117,5000,04-03-2023 10:23,Household,1014,Wakefit,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@crap.com,wallet@uber.com,Mobile,Huawei,376.47,0,0,5,1,0,0,0,0,0,0,0,1,0,0,3,0,0.002083333333333,0.002083333333333,0.002083333333333,0.002083333333333,0.002083333333333,9,4,9,9,1,0,0,1,0,1,0,0,0,1,User_1014,1979-05-28,"7443 Elm Street, City_3",UK,ID007443,2017-03-06,ACC00007443,ACC00014589,Savings,172.16.0.3,44.105952,-61.094717,UK,Purchase,INV000116,Retail,1,4,0,Clean,0,INR,1
118,7000,04-03-2023 12:20,Household,1014,Wakefit,4773307776730117,477330,Visa,Gold,Credit,+91 8109338972,Tumakuru,Tumakuru,Tumakuru,wiliiam@memail.com,wallet@uber.com,Mobile,Huawei,376.47,0,2,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0.08125,0.08125,0.08125,0.08125,0.08125,9,4,9,9,1,0,0,1,0,0,0,0,0,1,User_1014,1977-05-23,"7443 Elm Street, City_3",USA,ID007443,2017-06-16,ACC00007443,ACC00011336,Savings,192.168.1.1,14.289598,147.392796,Germany,Gift,INV000117,Retail,1,89,0,Clean,0,INR,1
119,100,04-03-2023 23:20,Consumable,1015,BigBasket,3469656962466147,346965,Amex,Black,Credit,+91 8109338972,Davanagere,Davanagere,Davanagere,keerthana@memail.com,wallet@uber.com,Mobile,Poco,,3,1,5,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,0,0.458333333333333,0.458333333333333,4,2,4,4,1,0,0,0,0,0,0,0,0,0,User_1015,1979-10-07,"1801 Elm Street, City_1",India,ID001801,2011-01-30,ACC00001801,ACC00010332,Business,172.16.0.3,-33.726764,42.376154,Germany,Purchase,INV000118,Healthcare,1,85,0,Clean,1,SGD,61.7
120,10,04-03-2023 23:45,Consumable,1015,BigBasket,3469656962466147,346965,Amex,Black,Credit,+91 8109338972,Davanagere,Davanagere,Davanagere,keerthana@memail.com,wallet@uber.com,Mobile,Poco,0,3,1,5,0,1,1,1,0,0,0,0,1,0,0,3,0,0.017361111111111,0.017361111111111,0.017361111111111,0.017361111111111,0.017361111111111,4,2,4,4,1,0,0,0,0,0,0,0,0,0,User_1015,1960-11-03,"1801 Elm Street, City_1",UAE,ID001801,2014-01-29,ACC00001801,ACC00019213,Savings,172.16.0.3,55.775989,38.348974,India,Purchase,INV000119,Travel,1,66,0,Clean,0,INR,1
121,20000,05-03-2023 10:15,Miscellaneous,1015,PokerBaazi,3469656962466147,346965,Amex,Black,Credit,+91 8109338972,Davanagere,Davanagere,Davanagere,keerthana@memail.com,wallet@uber.com,Mobile,Poco,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,3,0,0.4375,0.4375,0.4375,0.4375,0.4375,4,2,4,4,1,0,0,0,0,0,0,0,0,0,User_1015,1971-04-28,"1801 Elm Street, City_1",India,ID001801,2016-09-29,ACC00001801,ACC00013642,Savings,10.0.0.2,9.886134,-13.488183,UK,Salary,INV000120,Travel,1,4,0,Clean,0,INR,1
122,200000,05-03-2023 23:15,Miscellaneous,1015,PokerBaazi,3469656962466147,346965,Amex,Black,Credit,+91 8109338972,Davanagere,Davanagere,Davanagere,keerthana@memail.com,wallet@uber.com,Mobile,Poco,0,3,1,6,0,1,1,1,1,0,0,0,1,0,0,3,0,0.541666666666667,0.541666666666667,0.541666666666667,0.541666666666667,0.541666666666667,4,2,4,4,1,1,0,0,0,0,0,0,0,1,User_1015,1989-01-07,"1801 Elm Street, City_1",UK,ID001801,2013-03-23,ACC00001801,ACC00019696,Business,10.0.0.2,-87.215286,-37.55919,Germany,Salary,INV000121,Education,1,40,0,Clean,0,INR,1
123,200,05-03-2023 23:55,Consumable,1016,Practo,6091740906494594,609174,Rupay,Silver,Credit,+91 8105538972,Chitradurga,Chitradurga,Chitradurga,romaim@gmail.com,wallet@uber.com,Mobile,Samsung,0,3,1,6,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,0,0.027777777777778,0.027777777777778,5,2,5,5,1,0,0,0,0,0,0,0,0,0,User_1016,1971-10-09,"6432 Elm Street, City_2",UAE,ID006432,2011-06-23,ACC00006432,ACC00019122,Current,172.16.0.3,50.714557,17.293714,Brazil,Investment,INV000122,Retail,1,82,0,Clean,0,INR,1
124,40,10-03-2023 12:45,Consumable,1016,Zepto,6091740906494594,609174,Rupay,Silver,Credit,+91 8105538972,Chitradurga,Chitradurga,Chitradurga,romaim@gmail.com,wallet@uber.com,Mobile,Samsung,0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,3,0,4.53472222222222,4.53472222222222,4.53472222222222,4.53472222222222,4.53472222222222,5,2,5,5,1,0,0,0,0,0,0,0,0,0,User_1016,1998-09-06,"6432 Elm Street, City_2",UAE,ID006432,2017-08-05,ACC00006432,ACC00010724,Current,10.0.0.2,88.134215,-50.876503,UK,Loan Repayment,INV000123,Healthcare,1,99,0,Clean,0,INR,1
125,2000,10-03-2023 23:11,Consumable,1016,Zepto,6091740906494594,609174,Rupay,Silver,Credit,+91 8105538972,Chitradurga,Chitradurga,Chitradurga,romaim@gmail.com,wallet@uber.com,Mobile,Samsung,0,3,1,4,0,0,1,1,1,0,0,0,1,0,0,3,0,0.434722222222222,0.434722222222222,0.434722222222222,0.434722222222222,0.434722222222222,5,2,5,5,1,0,0,0,0,0,0,0,0,0,User_1016,1972-11-05,"6432 Elm Street, City_2",Singapore,ID006432,2016-05-25,ACC00006432,ACC00010910,Savings,192.168.1.1,71.952454,118.571413,India,Purchase,INV000124,Healthcare,0,56,0,Watchlist,0,INR,1
126,2000,10-03-2023 23:35,Consumable,1016,Zepto,6091740906494594,609174,Rupay,Silver,Credit,+91 8105538972,Chitradurga,Chitradurga,Chitradurga,romaim@gmail.com,wallet@uber.com,Mobile,Samsung,0,3,1,4,0,0,1,0,0,0,0,0,1,0,0,3,0,0.016666666666667,0.016666666666667,0.016666666666667,0.016666666666667,0.016666666666667,5,2,5,5,1,0,0,0,0,0,0,0,0,0,User_1016,1968-01-22,"6432 Elm Street, City_2",Singapore,ID006432,2018-08-27,ACC00006432,ACC00011340,Current,192.168.1.1,-7.776997,147.852641,Brazil,Purchase,INV000125,Education,1,65,0,Watchlist,0,INR,1
127,1000,11-03-2023 14:10,Wallet,1017,Flipkart,5148663851135787,514866,Mastercard,Silver,Debit,+91 8177139910,Mandya,Mandya,Mandya,wandavision@gmail.com,wallet@uber.com,Desktop,MacOS,312.17,1,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,0,0.607638888888889,7.16597222222222,3,2,3,3,1,0,0,0,0,0,0,0,0,0,User_1017,1998-11-20,"4807 Elm Street, City_7",UAE,ID004807,2013-07-27,ACC00004807,ACC00010381,Business,172.16.0.3,-22.430082,-29.312483,USA,Salary,INV000126,Travel,1,67,0,Clean,0,INR,1
128,100,11-03-2023 16:14,Wallet,1017,Zomato,5148663851135787,514866,Mastercard,Silver,Debit,+91 8177139910,Mandya,Mandya,Mandya,wandavision@gmail.com,wallet@uber.com,Desktop,MacOS,250.62,1,2,5,0,1,1,1,0,0,0,0,1,0,0,3,0,0.086111111111111,0.086111111111111,0.086111111111111,0.086111111111111,0.086111111111111,3,2,3,3,1,0,0,0,0,0,0,0,0,0,User_1017,1975-03-29,"4807 Elm Street, City_7",Singapore,ID004807,2010-01-15,ACC00004807,ACC00012946,Current,172.16.0.3,-62.31854,-114.598493,USA,Gift,INV000127,Retail,1,94,0,Clean,0,INR,1
129,7000,11-03-2023 23:10,Wallet,1017,Zomato,5148663851135787,514866,Mastercard,Silver,Debit,+91 8177139910,Mandya,Mandya,Mandya,wandavision@gmail.com,wallet@uber.com,Desktop,MacOS,250.62,3,1,5,0,0,1,1,1,0,0,0,1,0,0,3,0,0.288888888888889,0.288888888888889,0.288888888888889,0.288888888888889,0.288888888888889,3,2,3,3,1,0,0,0,0,0,0,0,0,0,User_1017,1994-02-09,"4807 Elm Street, City_7",USA,ID004807,2018-12-30,ACC00004807,ACC00010534,Current,172.16.0.3,58.094016,50.856401,India,Purchase,INV000128,Healthcare,1,7,0,Clean,0,INR,1
130,5000,11-03-2023 23:35,Household,1018,Wakefit,4436880532522084,443688,Visa,Platinum,Credit,+91 8177139910,Bangalore,Bangalore,Bangalore,tony_stark@gmail.com,wallet@uber.com,Mobile,Pixel,,3,1,5,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,0,0.017361111111111,1,3,2,3,3,1,0,0,0,0,0,0,0,0,0,User_1018,1998-10-03,"8513 Elm Street, City_3",USA,ID008513,2010-05-01,ACC00008513,ACC00019992,Business,172.16.0.3,23.878518,-163.500846,USA,Purchase,INV000129,Finance,1,39,0,Clean,0,INR,1
131,1000,11-03-2023 23:45,Household,1018,Wakefit,4436880532522084,443688,Visa,Platinum,Credit,+91 8177139910,Bangalore,Bangalore,Bangalore,tony_stark@gmail.com,wallet@uber.com,Mobile,Pixel,0,3,1,5,0,0,1,0,0,0,0,0,1,0,0,3,0,0.006944444444444,0.006944444444444,0.006944444444444,0.006944444444444,0.006944444444444,3,2,3,3,1,0,0,0,0,0,0,0,0,0,User_1018,1972-12-26,"8513 Elm Street, City_3",Singapore,ID008513,2018-07-22,ACC00008513,ACC00010386,Business,192.168.1.1,52.982626,79.261877,Germany,Gift,INV000130,Finance,1,72,0,Clean,0,INR,1
132,90000,11-03-2023 23:55,Consumable,1018,JioMart,4436880532522084,443688,Visa,Platinum,Credit,+91 8177139910,Bangalore,Bangalore,Bangalore,tony_stark@gmail.com,wallet@uber.com,Mobile,Pixel,0,3,1,5,0,0,1,1,1,0,0,0,1,0,0,3,0,0.006944444444444,0.006944444444444,0.006944444444444,0.006944444444444,0.006944444444444,3,2,3,3,1,0,0,0,1,0,0,0,0,1,User_1018,1960-02-21,"8513 Elm Street, City_3",India,ID008513,2010-07-10,ACC00008513,ACC00015053,Current,10.0.0.2,0.935952,-110.510004,USA,Investment,INV000131,Education,1,77,0,Clean,0,INR,1
133,100,14-03-2023 00:11,Retail,1019,Meesho,4191955417266711,419195,Visa,Black,Debit,+91 8102231285,Bangalore,Bangalore,Bangalore,Peter_parker@gmail.com,wallet@uber.com,Desktop,Windows,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,2.01111111111111,2.01111111111111,2.04236111111111,3,2,3,3,1,0,0,0,0,0,0,0,0,0,User_1019,1977-07-14,"9 Elm Street, City_9",USA,ID000009,2015-08-11,ACC00000009,ACC00013335,Business,10.0.0.2,-25.805054,97.454587,USA,Salary,INV000132,Travel,1,57,0,Blacklisted,0,INR,1
134,1531.57,15-03-2023 12:22,Services,1004,Skillshare,6541061124662169,654106,Rupay,Black,Prepaid,+91 6644336738,Tumakuru,Dharwad,Chamarajanagar,kathrynkrause@example.org,danieldavis@example.net,Desktop,Huawei,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,,0,0,0,1.50763888888889,4,4,4,4,1,0,0,0,0,0,0,0,0,0,User_U004,1990-02-25,"1525 Elm Street, City_5",UAE,ID001525,2019-04-11,ACC00001525,ACC00013528,Business,192.168.1.1,-31.497442,160.39812,USA,Salary,INV000133,Education,0,6,0,Clean,0,INR,1
135,1527.52,15-03-2023 12:40,Consumable,1004,DMart,6541061124662169,654106,Rupay,Black,Prepaid,+91 9408201215,Tumakuru,Dharwad,Bangalore,kathrynkrause@example.org,ann37@example.com,Desktop,Huawei,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0.0125,0.0125,0.0125,0,0.0125,4,4,4,4,1,0,0,0,0,0,0,0,0,0,User_U004,1988-02-28,"1525 Elm Street, City_5",India,ID001525,2019-07-18,ACC00001525,ACC00015130,Current,172.16.0.3,31.337772,-1.956201,USA,Salary,INV000134,Travel,1,44,0,Clean,0,INR,1
136,1530.65,15-03-2023 13:07,Miscellaneous,1004,WinZO,6541061124662169,654106,Rupay,Black,Prepaid,+91 6644336738,Tumakuru,Dharwad,Bangalore,kathrynkrause@example.org,rschmitt@example.net,Desktop,Huawei,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0.01875,0.01875,0.01875,0,0.01875,4,4,4,4,1,0,0,0,0,0,0,0,0,0,User_U004,1982-07-03,"1525 Elm Street, City_5",USA,ID001525,2015-01-03,ACC00001525,ACC00013074,Business,10.0.0.2,44.801236,110.507552,Brazil,Purchase,INV000135,Education,1,24,0,Clean,0,INR,1
137,1534.04,15-03-2023 13:15,Services,1004,Spotify,6541061124662169,654106,Rupay,Black,Prepaid,+91 6644336738,Tumakuru,Dharwad,Koppal,kathrynkrause@example.org,gibsondawn@example.net,Desktop,Huawei,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0.005555555555556,0.005555555555556,0.005555555555556,0,0.005555555555556,4,4,4,4,1,0,0,0,0,0,0,0,0,0,User_U004,1984-10-16,"1525 Elm Street, City_5",Singapore,ID001525,2017-04-23,ACC00001525,ACC00015415,Business,10.0.0.2,-43.014115,78.278167,Germany,Gift,INV000136,Finance,1,30,0,Clean,0,INR,1
138,2907.04,03-04-2023 09:05,Household,1005,Urban Ladder,6701742476179243,670174,Rupay,Silver,Prepaid,+91 7690103752,Chamarajanagar,Bagalkot,Bangalore,msanders@example.net,heather98@example.net,Desktop,Oppo,,5,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,0,0,0,18.8263888888889,5,5,6,6,1,0,0,0,0,0,0,0,0,0,User_U005,1993-12-15,"1247 Elm Street, City_7",UK,ID001247,2012-04-02,ACC00001247,ACC00014399,Current,192.168.1.1,-62.796239,176.824997,UK,Gift,INV000137,Travel,1,82,0,Clean,0,INR,1
139,2906.51,03-04-2023 09:17,Services,1005,JioSaavn,6701742476179243,670174,Rupay,Silver,Prepaid,+91 8261947418,Chamarajanagar,Bagalkot,Belagavi,msanders@example.net,cmoore@example.net,Desktop,Oppo,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.008333333333333,0.008333333333333,0.008333333333333,0,0.008333333333333,5,5,6,6,1,0,0,0,0,0,0,0,0,0,User_U005,1966-03-13,"1247 Elm Street, City_7",Singapore,ID001247,2018-10-28,ACC00001247,ACC00011588,Business,192.168.1.1,22.173334,-136.124381,Germany,Loan Repayment,INV000138,Education,1,78,0,Clean,0,INR,1
140,2903.66,03-04-2023 09:24,Consumable,1005,Swiggy Instamart,5429082925786779,542908,Mastercard,Gold,Credit,+91 7690103752,Chamarajanagar,Bagalkot,Kolar,msanders@example.net,tarajones@example.org,Desktop,Oppo,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.004861111111111,0,0.004861111111111,0,0.004861111111111,1,1,6,6,1,0,0,0,0,0,0,0,0,0,User_U005,1976-04-16,"1247 Elm Street, City_7",UAE,ID001247,2017-02-03,ACC00001247,ACC00012781,Savings,192.168.1.1,-0.244985,21.616834,USA,Loan Repayment,INV000139,Finance,0,77,0,Clean,0,INR,1
141,2902.56,03-04-2023 09:33,Miscellaneous,1005,Lottoland,6701742476179243,670174,Rupay,Silver,Prepaid,+91 6659383916,Chamarajanagar,Bagalkot,Bagalkot,msanders@example.net,carrieandrews@example.org,Desktop,Oppo,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.00625,0.011111111111111,0.00625,0,0.00625,5,5,6,6,1,0,0,0,0,0,1,0,0,1,User_U005,1976-01-14,"1247 Elm Street, City_7",UK,ID001247,2013-03-02,ACC00001247,ACC00017610,Current,10.0.0.2,-75.724,-37.82661,USA,Investment,INV000140,Education,1,53,0,Clean,0,INR,1
142,2901.15,03-04-2023 10:00,Miscellaneous,1005,1x BET,6701742476179243,670174,Rupay,Silver,Prepaid,+91 8261947418,Chamarajanagar,Bagalkot,Bidar,msanders@example.net,catherine73@example.com,Desktop,Oppo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.01875,0.01875,0.01875,0,0.01875,5,5,6,6,1,0,0,0,0,0,1,0,0,1,User_U005,1995-03-18,"1247 Elm Street, City_7",UAE,ID001247,2014-10-13,ACC00001247,ACC00019635,Savings,172.16.0.3,-42.093304,-113.40621,USA,Loan Repayment,INV000141,Retail,1,76,0,Clean,0,INR,1
143,2905.85,03-04-2023 10:04,Services,1005,Zee5,6701742476179243,670174,Rupay,Silver,Prepaid,+91 8261947418,Chamarajanagar,Bagalkot,Bagalkot,msanders@example.net,ddavis@example.org,Desktop,Oppo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.002777777777778,0.002777777777778,0.002777777777778,0,0.002777777777778,5,5,6,6,1,0,0,0,0,0,1,0,0,1,User_U005,1975-05-25,"1247 Elm Street, City_7",UK,ID001247,2013-12-11,ACC00001247,ACC00012378,Business,10.0.0.2,-76.589398,23.548367,Germany,Loan Repayment,INV000142,Retail,1,13,0,Clean,0,INR,1
144,303.81,09-04-2023 08:41,Consumable,1006,Blinkit,5000311644998819,500031,Mastercard,Black,Debit,+91 9167870296,Gadag,Shivamogga,Ramanagara,benjaminrodriguez@example.org,kgriffin@example.org,Mobile,Pixel,0,5,2,6,0,0,0,0,0,0,0,0,1,0,1,2,0,,0,0,0,28.3652777777778,3,3,5,5,1,0,0,0,0,0,0,0,0,0,User_U006,1989-12-14,"1416 Elm Street, City_6",Singapore,ID001416,2011-10-24,ACC00001416,ACC00016288,Business,10.0.0.2,-20.772827,97.508906,Germany,Gift,INV000143,Travel,1,44,0,Clean,1,EUR,67.52
145,294.8,09-04-2023 08:51,Services,1006,ALT Balaji,5000311644998819,500031,Mastercard,Black,Debit,+91 9167870296,Gadag,Shivamogga,Belagavi,benjaminrodriguez@example.org,maxwellfernando@example.com,Mobile,Pixel,,5,2,6,0,0,0,0,0,0,0,0,1,0,1,2,0,0.006944444444444,0.006944444444444,0.006944444444444,0,0.006944444444444,3,3,5,5,1,0,0,0,0,0,0,0,0,0,User_U006,1999-02-13,"1416 Elm Street, City_6",India,ID001416,2018-11-16,ACC00001416,ACC00015578,Savings,192.168.1.1,71.416567,129.206929,Brazil,Investment,INV000144,Healthcare,1,10,0,Clean,0,INR,1
146,303.4,09-04-2023 08:57,Household,1006,IKEA,5000311644998819,500031,Mastercard,Black,Debit,+91 9167870296,Gadag,Shivamogga,Shivamogga,benjaminrodriguez@example.org,greenpatrick@example.com,Mobile,Pixel,0,5,2,6,1,0,0,0,0,0,0,0,1,0,1,2,0,0.004166666666667,0.004166666666667,0.004166666666667,0,0.004166666666667,3,3,5,5,1,0,0,0,0,0,0,0,0,0,User_U006,1992-03-04,"1416 Elm Street, City_6",USA,ID001416,2012-07-21,ACC00001416,ACC00018109,Savings,10.0.0.2,-41.112992,-71.255029,USA,Investment,INV000145,Travel,1,41,0,Clean,0,INR,1
147,305.31,09-04-2023 09:25,Household,1006,Wakefit,3553531616421012,355353,American Express,Platinum,Credit,+91 9167870296,Gadag,Shivamogga,Mandya,benjaminrodriguez@example.org,qhobbs@example.org,Mobile,Pixel,0,5,3,6,0,0,0,0,0,0,0,0,1,0,1,2,0,0.019444444444444,0,0.019444444444444,0,0.019444444444444,2,2,5,5,1,0,0,0,0,0,1,0,0,1,User_U006,1999-01-26,"1416 Elm Street, City_6",India,ID001416,2014-06-23,ACC00001416,ACC00015625,Current,172.16.0.3,-5.921164,-24.047395,Germany,Salary,INV000146,Retail,1,90,0,Clean,0,INR,1
