user_id,monthly_salary,avg_monthly_balance,existing_emi,emi_to_income_ratio,credit_score,delayed_payments,avg_daily_transactions,bounced_transactions,nach_failures,age,PAN,Aadhaar
user_588,143940,238413.7,57382,39.87,566,1,8.5,1,0,24,PANZV3980G,876337529439
user_589,105619,133682.22,10389,9.84,456,0,7.42,0,0,27,CCJRJ1554K,681112201329
user_590,64370,88655.99,19527,30.34,346,0,11.49,2,0,34,LNHGG3955Q,429008144829
user_591,30378,46671.86,7287,23.99,703,0,4.57,0,0,30,VZDSO3300G,395038537458
user_592,137279,106459.35,43185,31.46,590,4,3.96,1,0,36,SRTVZ9002S,273723321747
user_593,44696,55251.24,6486,14.51,778,1,12.89,0,0,39,OKXDQ1973Q,937100141910
user_594,149286,78638.96,1913,1.28,663,2,12.74,0,0,28,EFCPH4719Z,559466469001
user_595,87589,134890.8,11638,13.29,431,1,12.32,0,0,30,BVOJQ6589I,944899486904
user_596,121605,67682.95,44351,36.47,828,2,6.27,0,0,28,NFBAB0613H,638558890705
user_597,58596,95210.66,17089,29.16,552,3,7.44,2,0,45,HNTBL0932S,145601809043
user_598,112771,89855.61,907,0.8,323,4,12.17,1,0,34,ATEAB2836J,936219244454
user_599,109032,181351.94,5182,4.75,649,0,3.95,0,0,35,VZXNH2632V,199552997633
user_600,27771,18023.72,786,2.83,789,2,6.86,0,0,39,MYXVE2102A,068676127389
user_601,141987,195241.19,16772,11.81,763,2,9.54,0,0,29,ZSBHO0266V,610974962722
user_602,139347,227849.32,46875,33.64,438,0,10.56,1,0,32,GZCSO4325G,804667018820
user_603,145330,287282.01,54480,37.49,509,4,13.75,2,0,54,DFOVX9168Z,748878343568
user_604,107982,84730.43,37648,34.87,829,2,10.01,0,0,31,LYXJI9797Q,557859403839
user_605,82858,55568.65,32295,38.98,329,1,13.49,0,1,57,UIRNF3513A,867282896901
user_606,32830,23745.83,5294,16.13,559,1,14.55,2,0,53,TCIBD4934E,270730429098
user_607,123761,198050.94,15768,12.74,333,1,3.66,1,0,41,JNIZJ1737V,855044812101
user_608,65515,62884.49,6725,10.26,751,1,10.58,0,0,40,KSXGT6280Y,046107012394
user_609,34630,21264.86,12962,37.43,537,4,13.3,1,1,46,YTINI7230G,649019816985
user_610,111763,116107.3,34401,30.78,807,0,4.59,0,0,51,UFQEP9190C,299402870061
user_611,116655,103947.07,20077,17.21,586,4,5.57,2,0,39,IXNXH2439U,700972360201
user_612,145822,153972.57,33126,22.72,454,4,13.19,2,0,55,VSRFZ5219Q,278911000568
user_613,99515,81270.85,13825,13.89,546,0,5.18,2,0,43,ZOTOH6496U,776714813784
user_614,96236,100295.24,6910,7.18,539,5,9.99,1,0,58,POEFT2533X,768441407091
user_615,43610,58816.56,15702,36.01,700,0,9.7,0,0,34,MTKXD6646Z,408833880159
user_616,91758,150358.48,16797,18.31,526,4,3.11,0,0,30,KLYWV6718V,442496209493
user_617,62401,66058.02,7626,12.22,687,1,4.05,0,0,53,IERPV2209X,197252263524
user_618,114810,150908.29,5608,4.88,644,0,8.53,0,0,54,FLLBF6451K,635611175767
user_619,77739,106200.43,2220,2.86,617,0,4.81,0,0,41,CJPFO4230I,487879099423
user_620,81915,77578.88,28041,34.23,754,0,4.69,0,0,60,YLKGQ1080U,818160235243
user_621,123933,90170.12,7360,5.94,494,1,9.82,2,0,25,RYPMC5625F,141904335977
user_622,47815,35440.94,17096,35.75,352,1,12.99,1,1,43,OIBDB4199X,998682431738
user_623,35413,37258.07,8042,22.71,837,1,6.53,0,0,52,SRYKW5652Z,153187278987
user_624,86699,66710.65,254,0.29,499,4,14.39,0,0,38,PRMIY5412Q,399676938088
user_625,43611,34071.2,11022,25.27,529,2,7.89,0,0,48,MVVLF4772O,318804880176
user_626,143983,185632.53,26415,18.35,767,0,9.4,0,0,25,QOWIC0002C,574847023010
user_627,148646,100084.59,18176,12.23,574,3,11.77,1,0,48,RJCNV5974E,581065764047
user_628,64105,61192.92,4911,7.66,709,1,5.58,0,0,36,BVQPP0150Q,670374089236
user_629,138085,223968.59,12004,8.69,542,2,11.1,0,0,22,SICKS3991Z,086392951399
user_630,71809,80261.38,28255,39.35,826,1,14.53,0,1,57,SCXHH1535A,374305467709
user_631,28556,18987.07,5305,18.58,382,3,12.04,1,0,22,AOYTG9315L,299269280900
user_632,92689,139445.27,5116,5.52,554,4,8.08,0,0,57,RZEDG8933O,135587751753
user_633,31077,39444.73,8438,27.15,652,1,8.98,0,0,55,GKUBX2900T,425727858830
user_634,149894,223165.72,29578,19.73,565,3,5.68,0,0,22,ZXKVL7211N,679426018699
user_635,42581,54845.38,3245,7.62,364,4,7.04,1,0,54,ITVGW1796X,252064741517
user_636,140765,237435.44,1323,0.94,736,1,12.71,0,0,54,LBUCI7187R,873242460551
user_637,137821,72630.25,33748,24.49,607,2,12.9,0,0,50,XKTGA9464J,333811264551
user_638,120348,226233.52,21475,17.84,807,1,7.06,0,0,30,VIRDG3140D,822539437756
user_639,84025,43097.21,11900,14.16,361,1,9.55,0,0,59,NBDBY3715X,825156239216
user_640,112125,220159.9,13081,11.67,832,2,11.59,0,0,35,FJVML7753J,678026863589
user_641,43149,69774.56,11184,25.92,715,1,13.02,0,0,36,XXGIK7786M,962486650783
user_642,142934,227679.18,48081,33.64,787,0,11.65,0,0,28,DZDNU6902L,844987800343
user_643,78237,133366.09,17663,22.58,474,1,11.32,0,0,24,OOWKW2633D,212303695269
user_644,50785,82550.04,20291,39.95,604,1,5.45,0,0,24,VNCZD7301W,147673013479
user_645,61302,65552.76,15759,25.71,626,0,7.3,0,0,44,QVZOC4796F,411974058545
user_646,55768,52038.33,4040,7.24,398,4,14.78,1,0,34,BUVSV1431D,208618002268
user_647,88427,162510.78,29437,33.29,619,0,12.98,0,0,45,GILUO1944H,583822552351
user_648,123582,117483.21,2157,1.75,700,1,3.53,0,0,52,TAPUV8576Y,560887862433
user_649,45315,80907.08,10069,22.22,664,0,3.6,0,0,38,YXQTQ1776W,950795346153
user_650,112246,168277.55,33084,29.47,441,2,7.22,0,0,56,XKDDI8244E,250660322778
user_651,36521,25856.51,10800,29.57,802,0,13.53,0,0,42,KZVXN5451C,482643841564
user_652,133997,86819.65,42121,31.43,806,1,10.0,0,0,56,TADGT4566K,351481650800
user_653,41130,38400.87,5385,13.09,811,0,10.34,0,0,39,TGPWR0383H,045714376532
user_654,108273,135182.85,31624,29.21,826,2,9.23,0,0,48,LYVGV5993Q,363630978751
user_655,77210,70708.05,4494,5.82,536,4,5.36,2,0,23,OHPJY5465N,232493600683
user_656,69215,55329.35,5702,8.24,373,1,4.18,1,0,58,ITYLO9775W,848234469968
user_657,67533,38332.76,22914,33.93,742,1,13.5,0,0,42,CQLHA5959Q,698761355822
user_658,60793,107997.98,3751,6.17,516,1,5.19,1,0,23,JJTQT8322X,983988064939
user_659,22198,14711.21,52,0.23,518,5,4.82,2,0,49,XKCWF9494Z,894448528247
user_660,116452,129181.57,26323,22.6,826,1,12.3,0,0,39,HMZSJ3122W,718466387649
user_661,36585,34582.67,12399,33.89,610,2,6.83,0,0,59,IJBPX5906K,670593190691
user_662,115601,213411.28,1759,1.52,427,0,4.51,1,0,21,QIMJT1192Q,954803775335
user_663,145282,173354.73,35101,24.16,358,4,11.16,2,0,38,KHWNS4543M,593867793867
user_664,131277,248707.54,36339,27.68,628,1,13.05,0,0,31,SXGPN7349J,482908683380
user_665,93854,88801.31,11276,12.01,312,4,12.55,1,0,40,EPWGE5036J,406836186374
user_666,20679,41220.85,6101,29.5,774,1,5.87,0,0,33,WSFLV0442Z,038345234879
user_667,21749,41697.7,1257,5.78,525,1,13.7,0,0,41,XBNRV8807E,294929729642
user_668,132444,165583.19,29731,22.45,522,4,6.95,0,0,57,HQLVE5034U,473253496487
user_669,119874,165127.97,18733,15.63,615,2,8.31,0,0,24,GOJUY4188T,555506512939
user_670,136756,75263.38,34469,25.2,836,0,11.96,0,0,53,IYDXT0085R,786179276747
user_671,132828,265351.28,24657,18.56,409,0,13.45,1,0,59,WBFMW2837T,952571150979
user_672,140584,152587.85,10614,7.55,459,0,4.13,1,0,37,XADAS2035G,212303853008
user_673,22282,29925.75,8696,39.03,800,2,10.12,0,0,47,KKEAT1596W,550775498974
user_674,109691,62148.78,4082,3.72,523,5,5.72,1,0,42,NOMUR1861X,330655218899
user_675,58080,79654.88,5218,8.98,546,2,8.77,2,0,58,GCNHK9241L,662999842841
user_676,52984,51555.97,7492,14.14,333,4,10.75,0,0,26,XOPCK9331G,556831365602
user_677,92912,137345.44,8621,9.28,378,3,9.99,2,0,38,KBGGT5383P,111637576684
user_678,97493,122485.66,20513,21.04,403,5,5.03,1,0,60,AMVPZ6575Z,607414819582
user_679,117802,77763.9,66,0.06,399,1,5.96,0,0,36,XWKNE1840F,698508007684
user_680,68381,36713.66,12805,18.73,802,0,11.13,0,0,52,LRTCH4982L,199062216364
user_681,107138,83357.37,36169,33.76,482,2,5.06,1,0,52,DLOPT8258B,720923186704
user_682,108093,109041.04,23153,21.42,512,4,14.5,1,0,40,ZXWCX6173X,799222655819
user_683,95245,123214.25,30550,32.08,459,0,5.02,2,0,21,YDMYU6616C,995818081526
user_684,136117,236335.98,6916,5.08,507,0,4.86,2,0,31,TMCSE1753A,844954747490
user_685,30703,32670.34,10017,32.63,737,2,13.21,0,0,44,HULHB7616Z,895082034726
user_686,67596,102562.71,3495,5.17,436,3,6.43,0,0,23,OIKFB8019X,752934773924
user_687,126305,152407.56,1772,1.4,585,2,11.22,2,0,37,NXSSZ6083B,330578686872
user_688,149249,86628.32,37403,25.06,850,0,11.69,0,0,21,XOUWQ9718A,664344773092
user_689,88185,175878.38,27880,31.62,842,1,8.45,0,0,56,YIZZA8259E,449472310283
user_690,85204,142413.73,32235,37.83,406,3,10.31,0,0,47,NJKJV2673S,543313665315
user_691,82363,110757.2,5645,6.85,840,1,11.06,0,0,43,IIRZH5139W,034530836402
user_692,45647,86962.93,5414,11.86,314,1,7.29,2,0,30,XUBDY8849K,033992376279
user_693,28397,53333.64,443,1.56,455,4,7.5,2,0,41,ZKMMU7747H,826465984123
user_694,75698,91942.03,11971,15.81,434,5,12.06,2,0,21,OCBIC0374V,990874111820
user_695,69457,54451.19,20605,29.67,339,3,10.01,0,0,24,OUGAO7514X,353222073356
user_696,33873,17189.39,10527,31.08,740,1,4.75,0,0,26,EOVYS6626W,723781509870
user_697,97636,152978.28,20183,20.67,751,2,11.71,0,0,25,GHXAB6100Y,490672326902
user_698,43357,59425.15,2327,5.37,772,0,11.95,0,0,32,OZNRR2611C,903559652091
user_699,57449,87018.31,702,1.22,495,1,6.52,0,0,41,KNNCU1615U,316445276004
user_700,59772,90013.53,1612,2.7,522,2,4.09,0,0,60,KXZGK1827A,100532894946
user_701,30537,52360.03,6704,21.95,556,5,10.46,2,0,47,PIIBA6364P,844415241050
user_702,54462,91584.21,2965,5.44,582,5,12.86,0,0,50,QLHAT4092V,631099958234
user_703,76008,67203.3,29490,38.8,637,2,7.9,0,1,53,GOQAI0254W,783774155607
user_704,97400,70290.64,18271,18.76,557,5,8.93,1,0,30,MKONU5315E,181109479334
user_705,141009,186251.86,54576,38.7,713,0,3.65,0,1,21,HWHPU9443N,581039050731
user_706,57222,63440.79,21690,37.91,504,4,10.88,2,1,22,NHASR9718C,999480316443
user_707,41014,34842.76,8696,21.2,466,5,4.25,1,0,29,KFVGE6436U,482185381876
user_708,74791,111064.51,17609,23.54,383,3,11.85,1,0,55,XHFMK5940W,435926059279
user_709,130868,154864.97,13984,10.69,488,1,9.56,0,0,25,TCFRJ4985Y,095997741479
user_710,105476,202269.58,22701,21.52,820,2,6.47,0,0,42,PJPRE0139Q,812228788715
user_711,22434,32141.46,1364,6.08,417,5,3.64,0,0,51,JKBSB8710W,107821650925
user_712,86479,135812.52,25714,29.73,622,2,13.39,0,0,50,DBEAM1558S,524604214862
user_713,45647,50294.49,253,0.55,717,1,11.63,0,0,42,QGJSW7376G,128430905298
user_714,132862,223970.56,3324,2.5,309,4,12.18,1,0,60,GGBQP0622L,669216552247
user_715,90741,52160.2,12554,13.83,366,1,6.12,2,0,42,VRLZO0714H,983776866477
user_716,42121,56575.82,7247,17.21,457,1,5.62,1,0,55,OWHGR8944S,039238454028
user_717,39017,55424.62,3995,10.24,383,3,11.66,0,0,39,CQMMI8488V,068187699770
user_718,64209,91084.87,4336,6.75,636,0,4.73,0,0,34,CGSSZ2268S,508598378087
user_719,120068,200355.44,45920,38.24,633,0,9.27,0,1,28,ODKPE9522R,962706399453
user_720,123899,81160.21,46046,37.16,616,2,12.4,0,0,56,JEYKX9891H,386588571124
user_721,133491,74081.17,17974,13.46,657,2,9.67,0,0,40,IYTRB8254M,202833780348
user_722,28860,37209.95,9154,31.72,341,2,4.61,2,0,41,RGEAZ2676L,524095186632
user_723,50293,27303.64,5238,10.41,549,5,5.26,1,0,43,EQZTG1381Q,593768145022
user_724,105141,207826.17,14270,13.57,466,0,7.12,1,0,39,XBFRQ0651T,612825820428
user_725,62956,76746.3,8654,13.75,547,0,11.7,2,0,57,QJBJK1622A,292361448597
user_726,22326,31329.22,3740,16.75,362,1,7.64,1,0,39,KFPIY9821M,059114420825
user_727,126382,174298.3,1793,1.42,406,2,8.06,2,0,25,KVZNJ1862D,539427842994
user_728,30034,18295.49,10766,35.85,663,2,4.2,0,1,33,ZNLUP1312I,086131759643
user_729,55590,27814.67,13119,23.6,523,1,7.35,0,0,47,ASDUX9090T,865426482639
user_730,44547,29312.28,4984,11.19,450,2,9.01,2,0,54,CTZHD6061C,365616972347
user_731,142586,262429.28,35666,25.01,400,3,10.45,0,0,38,NWVAU0368U,877984305947
user_732,53803,44315.18,19399,36.06,423,3,8.4,1,0,25,MYZPC0311I,008987901417
user_733,146804,114139.45,27839,18.96,839,0,3.26,0,0,32,QTLOH9030I,994763487071
user_734,51137,36619.49,6412,12.54,301,5,4.7,1,0,53,MVMKT0508T,381052232423
user_735,27876,27842.05,6335,22.73,679,1,7.48,0,0,53,LDLLU5464E,031190936194
user_736,143252,127725.09,8811,6.15,430,2,13.2,2,0,29,FEIYR8186E,223024415035
user_737,52684,53462.61,16293,30.93,672,1,13.17,0,0,38,QXMGH5782C,556605104320
user_738,121587,209109.11,23514,19.34,704,2,12.18,0,0,48,LCESV2825Q,571228495119
user_739,146283,136551.15,5340,3.65,801,2,13.83,0,0,58,JWCFQ5139E,828323265856
user_740,51322,47602.98,8602,16.76,373,3,7.87,0,0,28,QQOGW8702M,147311006904
user_741,144748,167506.79,14769,10.2,300,3,10.95,2,0,48,RZODT9294I,232729338188
user_742,31884,42450.18,12264,38.46,313,0,11.17,1,1,30,KCVQG0025N,490659511938
user_743,96765,51187.53,34295,35.44,560,3,4.42,0,0,34,GHBPO8190N,877244902671
user_744,69763,38028.64,26526,38.02,743,1,9.82,0,1,33,CGIUW9835Z,877485530555
user_745,144618,245512.57,21009,14.53,777,0,9.62,0,0,58,YPVXQ2344F,885970145743
user_746,66376,60363.68,7729,11.64,417,5,7.88,0,0,53,EEBZF9458G,970070797409
user_747,67239,117719.17,25722,38.25,650,1,8.64,0,1,28,FTSKT7836Q,191699099484
user_748,143812,192684.6,4274,2.97,775,2,7.11,0,0,38,HHQDW5609K,229357575642
user_749,62967,118184.75,6899,10.96,636,2,11.74,0,0,42,NIGAR0999C,103142874797
user_750,72546,136498.91,19171,26.43,759,1,3.35,0,0,47,YQORD3422P,837961167712
user_751,139889,153687.44,13938,9.96,757,1,3.97,0,0,36,OJYXI8766Y,610245698372
user_752,83865,147955.7,10110,12.06,683,2,11.59,0,0,34,GQRDX4513B,129818633618
user_753,90708,57346.91,2839,3.13,448,1,4.27,0,0,52,LWCXT7124I,746291847503
user_754,36919,40104.14,13788,37.35,407,5,4.49,0,1,24,OFFUR6278W,340392571648
user_755,86262,106095.41,10484,12.15,380,2,6.03,2,0,23,WJLBG4688B,806385402263
user_756,41429,37680.28,12398,29.93,577,4,14.77,0,0,40,SLNZJ7539A,216067991316
user_757,125762,224292.68,18965,15.08,483,4,10.42,1,0,39,ZDXFB7360A,620745223428
user_758,147524,139826.34,26548,18.0,364,4,12.47,2,0,48,EAJGZ3216B,542964910565
user_759,34877,49898.0,1671,4.79,378,3,3.68,0,0,60,EYBJR7497J,650237125794
user_760,130732,82457.81,22706,17.37,440,1,6.11,2,0,26,RIDAZ4687E,668734316642
user_761,110354,130819.61,10684,9.68,767,2,8.09,0,0,55,JUYPT6455M,821240334841
user_762,22753,24574.26,3903,17.15,662,1,8.97,0,0,58,PGDDM8115B,677180647181
user_763,119735,62553.11,37759,31.54,837,1,3.22,0,0,22,JUFOM2660N,973352106934
user_764,115232,66843.33,13566,11.77,651,1,4.3,0,0,33,EGMNT2720N,663625079670
user_765,127609,187054.46,28197,22.1,563,1,7.72,2,0,28,EDYGH9769J,030084268231
user_766,31958,47405.12,11293,35.34,450,3,8.82,1,0,25,KZITY1468P,681545886221
user_767,32911,21627.88,4078,12.39,301,0,14.38,2,0,58,GWUZS3717N,314565868387
user_768,138514,134042.8,34445,24.87,734,1,3.87,0,0,37,QQLXV1807Z,156099771107
user_769,29119,44686.21,6240,21.43,482,4,7.66,2,0,25,JHTAT6085N,568022739263
user_770,111575,131914.42,32598,29.22,733,1,3.27,0,0,37,JYKNY6855G,859680348164
user_771,100003,145561.19,2158,2.16,565,3,12.1,2,0,30,VYXRU6784Z,534377045690
user_772,97896,68236.62,16819,17.18,347,1,7.61,0,0,43,IENBO1622Y,360626339036
user_773,91315,116885.72,15143,16.58,488,1,13.74,0,0,46,TPILW5768L,077214289005
user_774,20458,28301.48,2631,12.86,617,1,5.0,0,0,22,KOYAE3980H,773824723492
user_775,115112,219758.31,13170,11.44,793,1,11.18,0,0,58,WDBRH7710C,998970313664
user_776,135120,87931.07,30506,22.58,528,2,14.83,0,0,32,MMVHR4021L,516314844553
user_777,56033,83955.68,5202,9.28,526,5,5.24,0,0,56,YVHCE7788A,971120608399
user_778,53776,41710.71,16511,30.7,781,0,6.37,0,0,21,CHRNZ2745O,683587288855
user_779,126811,209825.02,37288,29.4,428,2,12.69,1,0,48,NXXKY4779M,450340630221
user_780,74458,112015.51,21429,28.78,831,1,13.04,0,0,56,GDVNZ4603J,037589983271
user_781,78010,56427.89,22855,29.3,823,0,10.29,0,0,22,XEFTY7076A,328544293780
user_782,116483,215268.58,33132,28.44,330,4,8.17,0,0,24,RHIEH0373P,756821951424
user_783,47476,39568.07,7604,16.02,807,0,3.09,0,0,21,FNORC3892A,382643677831
user_784,107345,80522.85,39279,36.59,425,5,14.49,2,0,38,DIELU0686R,939161581220
user_785,41518,74863.82,7330,17.65,589,4,14.19,0,0,35,AIVPV5735W,937891172597
user_786,55979,38973.06,18721,33.44,344,3,3.48,2,0,43,NNWZI0142C,203455692492
user_787,110517,113503.57,14680,13.28,374,1,5.33,1,0,43,BZMRH7856O,162095416665
user_788,88178,86348.57,26375,29.91,487,2,12.07,0,0,48,DISMD0501K,731342727501
user_789,79057,51880.34,1344,1.7,374,1,9.18,0,0,55,GUTWO0538C,239307435262
user_790,113979,86945.78,43092,37.81,689,1,7.78,0,0,22,NVAXX1376D,141176997684
user_791,26692,40741.05,5951,22.3,587,1,6.36,0,0,34,MOASU0485U,832836501155
user_792,92578,153709.74,25252,27.28,424,4,10.53,2,0,47,NSKEY0867T,149205838251
user_793,106281,177136.03,36484,34.33,707,2,7.01,0,0,52,FLOAD7422H,899803231210
user_794,68428,80896.24,13305,19.44,644,2,5.61,0,0,25,RRMKY8659Q,643863378002
user_795,99916,79769.77,5899,5.9,437,5,13.25,1,0,55,JBSFB6002P,074032361204
user_796,148423,134473.91,49112,33.09,679,0,10.14,0,0,26,SSFHP9499L,902632716856
user_797,101681,106882.53,4356,4.28,547,4,8.32,0,0,54,CUCQT5536N,715522638377
user_798,91442,69110.24,24435,26.72,584,3,12.02,0,0,29,KSVCT0067D,600006219841
user_799,148797,197424.8,10166,6.83,333,4,13.8,1,0,49,DJHPF2508D,728075017901
user_800,40417,36121.2,3227,7.98,460,3,4.92,0,0,40,RZAMD4534A,251772571064
user_801,89245,107388.34,30964,34.7,332,1,6.86,1,0,54,QMULS7029Y,098585829558
user_802,74140,61193.73,27292,36.81,349,5,11.64,1,1,30,CWEZJ3449M,946601500092
user_803,57763,42033.23,3136,5.43,803,0,13.77,0,0,24,LPVHN8841L,708065117330
user_804,106750,131841.63,22183,20.78,494,2,6.78,0,0,53,TKJNC6824F,258382760782
user_805,43684,39694.88,11671,26.72,437,3,10.71,0,0,22,AOGHB6850O,844350862731
user_806,123263,237251.02,31285,25.38,326,3,7.02,0,0,35,WEKXQ7493M,055466270018
user_807,46450,27056.89,9523,20.5,384,3,3.68,0,0,50,DBTPK4684Y,385825540784
user_808,112357,66974.63,5063,4.51,494,1,4.52,1,0,53,BFLMA6172L,201532120950
user_809,88754,115859.59,30319,34.16,365,1,8.48,0,0,60,ARQOB9753Q,180297894541
user_810,93183,107207.34,22211,23.84,408,3,8.13,2,0,47,KQFQY6105C,514829471367
user_811,133864,215239.78,21718,16.22,300,3,5.79,2,0,51,XZBVT3450M,034048998602
user_812,78333,151531.38,26632,34.0,717,1,10.91,0,0,31,EGBFP8548W,638366210967
user_813,103483,69535.52,40570,39.2,652,1,6.94,0,1,25,QEMNO4035A,183640209845
user_814,55583,93016.04,4070,7.32,638,0,11.58,0,0,24,CNQQQ0314F,062796912804
user_815,71337,133167.39,20095,28.17,747,0,13.48,0,0,26,JPWFS3191Y,411796624577
user_816,57942,87937.44,9067,15.65,678,1,12.52,0,0,36,ZFTXY0809T,085508974430
user_817,20300,17833.25,5050,24.88,739,1,10.94,0,0,49,UZFFW7847U,566811754284
user_818,67465,46160.24,22079,32.73,815,0,12.25,0,0,39,VXYPY9735T,133294593532
user_819,27070,23613.59,2331,8.61,645,1,13.33,0,0,21,LULNO1167H,043799526182
user_820,27276,32964.91,5204,19.08,816,2,6.67,0,0,59,ARGFY4758R,796493025915
user_821,99825,90591.77,5896,5.91,628,2,9.34,0,0,29,QTPDN0692W,215449767328
user_822,90559,96181.48,31824,35.14,481,2,7.99,2,1,59,PYBUP5102G,855520542800
user_823,137973,263338.58,9958,7.22,487,1,10.93,0,0,36,XZYLU7703U,438416974105
user_824,103659,192607.31,23861,23.02,800,2,6.1,0,0,43,BCZZD7574D,491824272906
user_825,95025,172251.89,12490,13.14,495,1,4.7,2,0,31,FNCLH2241W,893417749997
user_826,146430,195776.17,39689,27.1,591,5,6.93,2,0,58,VWOJW1622Q,159468639928
user_827,21508,26630.25,1806,8.4,426,4,11.28,0,0,49,ZGRRF8177E,919112094594
user_828,142786,280767.21,16702,11.7,396,1,12.19,0,0,22,UCGCB5156J,592070904537
user_829,49262,84342.8,1426,2.89,539,1,10.75,0,0,36,SPEAZ0051V,514188409554
user_830,34866,45055.41,4845,13.9,805,0,4.45,0,0,37,KVAGP1656P,877084734804
user_831,66680,60199.98,668,1.0,412,2,10.0,2,0,26,YQDMD2766L,914974400045
user_832,140372,234111.64,12193,8.69,802,1,13.61,0,0,49,DSYJU9970E,348254614288
user_833,22113,38945.15,8258,37.34,365,4,11.9,0,0,46,BFCGS5926K,918374121380
user_834,52079,82091.99,12263,23.55,350,0,5.83,2,0,21,BOTBD5197I,208918373148
user_835,147041,103466.17,10543,7.17,595,4,9.11,0,0,22,PSJXV1575H,929246359420
user_836,121106,164337.13,11777,9.72,353,2,12.64,0,0,42,GYUDP5446N,139127381658
user_837,101914,174732.59,17745,17.41,407,0,8.63,1,0,40,YAJPF1331J,035429487633
user_838,131769,94372.92,47890,36.34,748,2,12.24,0,0,23,ZHJLP4473U,246978865998
user_839,128854,253015.39,19768,15.34,404,2,8.11,0,0,33,XCFQA3914D,404935721086
user_840,51055,35865.94,8724,17.09,696,0,3.32,0,0,47,EYKYN6029M,801778183520
user_841,106507,161799.88,27686,25.99,310,4,4.21,0,0,23,VXQGU9533E,218194692367
user_842,30130,27041.8,6630,22.0,748,0,10.53,0,0,35,BHWPK1458G,053323632593
user_843,73147,114624.07,12384,16.93,799,2,8.47,0,0,40,GKHGN6405C,031556023535
user_844,59752,71140.8,21671,36.27,578,2,8.9,0,0,45,INPEC2431B,065076335246
user_845,85287,61725.94,11741,13.77,474,2,11.38,0,0,55,VUHDZ9471I,010226455524
user_846,77399,114448.41,23159,29.92,752,0,6.95,0,0,25,CGNWX7106T,004083920390
user_847,122103,81231.53,45104,36.94,435,5,8.8,0,0,38,HXHOT4938V,871044377564
user_848,50185,91763.86,6859,13.67,307,2,8.15,2,0,22,AAMAD0744Q,022653896633
user_849,20625,40245.02,588,2.85,373,1,4.56,0,0,33,FBCLL6992G,374036929189
user_850,45213,78759.91,11621,25.7,657,0,3.54,0,0,25,XKARF6117I,887739472854
user_851,95660,135916.33,25497,26.65,470,1,14.57,2,0,22,KZQRZ6287Y,745306616929
user_852,93876,102041.28,33606,35.8,816,2,14.76,0,1,25,OZYQO6774F,622626033592
user_853,103243,74653.53,7841,7.59,435,4,6.29,2,0,28,OCRNJ4452L,492578519358
user_854,101682,61730.55,36610,36.0,605,2,8.71,0,0,35,LFJTS3668B,216386670006
user_855,62723,47714.28,20509,32.7,756,0,8.78,0,0,30,ZVHNX6557X,089623527920
user_856,79117,98798.02,10664,13.48,721,1,10.75,0,0,30,ZQTNM5371Q,321069992399
user_857,52443,61330.97,14279,27.23,476,3,3.08,1,0,59,ZWUCR7522F,873030301193
user_858,71134,110435.88,13624,19.15,636,1,10.5,0,0,28,TBBUM2040K,399775164920
user_859,86428,120320.39,21351,24.7,319,3,14.31,0,0,56,SWEMG5365X,923213839614
user_860,93134,70184.49,18624,20.0,535,4,14.39,0,0,23,QWMVA0018R,643283530218
user_861,51985,84522.43,3031,5.83,695,2,5.63,0,0,43,JQOFP4688W,885274817286
user_862,91159,101794.38,24644,27.03,335,0,12.57,2,0,55,CTSUO1846K,006244053227
user_863,35424,45282.39,1152,3.25,487,4,11.45,0,0,30,TSTAC7259A,685092272369
user_864,63155,45415.06,11121,17.61,475,4,14.03,1,0,28,KESGS0541D,268432291820
user_865,131483,88694.64,10771,8.19,445,1,12.89,1,0,54,FNYIH4226R,010625505392
user_866,143347,218862.11,11503,8.02,431,1,7.17,1,0,38,QMAOS5477J,046458790476
user_867,119161,220359.46,12714,10.67,717,2,6.87,0,0,58,MBBFL3718O,379650004862
user_868,40524,33619.86,3864,9.54,649,1,5.67,0,0,26,YUMWA2117R,255649621205
user_869,127194,181888.53,49132,38.63,420,3,4.87,0,1,21,ZSEBV4680T,248922962497
user_870,118740,63227.99,37281,31.4,798,2,13.8,0,0,57,EPANL4258A,759439276054
user_871,129765,75311.52,41794,32.21,673,0,7.6,0,0,41,VVPDC2316U,189086737148
user_872,118994,174392.43,4804,4.04,385,4,3.02,2,0,25,VGHKD0500Y,549803756093
user_873,38401,71942.78,577,1.5,377,2,7.66,2,0,45,HFQRN1539T,062332584522
user_874,35590,36112.75,9510,26.72,354,5,12.53,2,0,58,CVOGX2257J,862032027233
user_875,60964,54898.56,8698,14.27,401,4,10.39,1,0,49,UOAKJ6201Z,827068442403
user_876,120411,170494.64,14161,11.76,336,3,11.27,0,0,48,YQLLH6011O,246649671738
user_877,68973,130211.79,7258,10.52,503,1,9.88,1,0,29,SPGLL7432P,024875183126
user_878,113206,162757.51,41700,36.84,791,1,14.75,0,0,60,BOHIP3624B,581703678760
user_879,24863,36318.7,9272,37.29,417,3,10.68,0,0,26,KCHOR4982M,096319827654
user_880,70705,70457.62,5849,8.27,588,3,4.86,0,0,26,PSRWW3323R,279124337970
user_881,107212,181992.34,36903,34.42,431,5,12.13,0,0,26,FFOWE0499D,503340660320
